City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,sitka,57.0531,-135.33,280.09,81,100,6.17,US,1682640058
292,toliara,-23.35,43.6667,295.56,76,0,6.45,MG,1682640059
293,sofiyivka,48.0493,33.8746,282.05,90,100,5.25,UA,1682640059
294,hutchinson island south,27.2995,-80.2205,300.98,74,0,6.26,US,1682640059
295,kupang,-10.1667,123.5833,300.47,83,40,4.63,ID,1682640060
296,vilyuysk,63.7553,121.6247,273.78,87,99,1.82,RU,1682640060
297,columbia falls,48.3725,-114.1815,289.89,25,0,2.06,US,1682640021
298,buga,3.9009,-76.2978,298.99,91,69,0.31,CO,1682640060
299,el porvenir,13.7617,-87.3458,302.78,67,94,1.97,HN,1682640061
300,darwin,-12.4611,130.8418,303.09,74,20,3.09,AU,1682640005
301,garrel,52.95,8.0167,279.88,87,100,4.22,DE,1682640061
302,kalemie,-5.9475,29.1947,294.86,86,66,1.1,CD,1682640062
303,bereznik,62.8551,42.7072,272.11,92,100,3.02,RU,1682640062
304,moyynkum,44.2914,72.9469,285.73,35,0,6.77,KZ,1682640062
305,puerto rico,-26.796,-55.024,289.49,82,5,0.13,AR,1682640063
306,cavelossim,15.1726,73.9419,300.14,82,4,1.54,IN,1682640063
307,polyarnyy,69.1989,33.4478,267.81,87,19,4.68,RU,1682640064
308,selfoss,63.9331,-20.9971,273.73,98,100,2.47,IS,1682640066
309,guerrero negro,27.9769,-114.0611,291.13,72,12,8.34,MX,1682640067
310,wailua homesteads,22.0669,-159.378,301.39,65,0,6.17,US,1682639793
311,auch,43.65,0.5833,290.86,78,79,1.79,FR,1682640068
312,cine,37.6117,28.0614,282.34,91,38,1.98,TR,1682640068
313,vallenar,-28.5708,-70.7581,290.78,65,3,0.99,CL,1682640068
314,garbahaarrey,3.3289,42.2209,299.47,75,96,4.77,SO,1682640069
315,karratha,-20.7377,116.8463,300.9,52,99,2.02,AU,1682639894
316,arkhangel'sk,64.5401,40.5433,271.21,79,0,5.0,RU,1682640070
317,mount isa,-20.7333,139.5,300.02,41,46,3.6,AU,1682640071
318,sai kung,22.3822,114.2728,296.94,89,100,0.89,CN,1682640071
319,hutang,31.5333,119.4833,292.15,71,60,2.14,CN,1682640072
320,mahanoro,-19.9,48.8,295.97,81,88,3.5,MG,1682639886
321,karasburg,-28.0167,18.75,287.77,43,3,2.11,,1682640072
322,dubbo,-32.25,148.6167,296.22,49,2,7.72,AU,1682640073
323,barcelos,41.5388,-8.6151,292.55,77,100,1.5,PT,1682639806
324,weno,7.4515,151.8468,299.97,84,100,7.75,FM,1682640074
325,wynyard,-41.0,145.7167,289.25,93,50,7.07,AU,1682640074
326,tofol,5.3248,163.0078,302.03,74,100,2.57,FM,1682640075
327,nuku'alofa,-21.1333,-175.2,299.34,94,100,7.72,TO,1682639782
328,dengzhou,37.8086,120.7508,287.8,71,97,6.29,CN,1682640075
329,kikwit,-5.041,18.8162,295.89,92,78,0.81,CD,1682640076
330,gwadar,25.1216,62.3254,298.95,74,80,1.86,PK,1682640076
331,estevan,49.1334,-102.9842,283.34,50,100,8.23,CA,1682640076
332,ain oussera,35.4514,2.9058,296.01,21,67,3.35,DZ,1682640077
333,valozhyn,54.0909,26.5225,274.53,86,65,2.4,BY,1682640077
334,margate,51.3813,1.3862,283.65,84,100,2.68,GB,1682639673
335,hermanus,-34.4187,19.2345,288.55,83,32,4.61,ZA,1682639906
336,imbituva,-25.23,-50.6044,288.68,79,50,0.74,BR,1682640078
337,kisoro,-1.2854,29.685,286.91,97,99,1.3,UG,1682640079
338,thai binh,20.45,106.3333,298.43,88,61,5.26,VN,1682640079
339,al burayqah,30.4062,19.5739,290.54,64,4,6.15,LY,1682640079
340,flying fish cove,-10.4217,105.6791,300.21,82,99,8.2,CX,1682639889
341,geraldton,-28.7667,114.6,284.38,82,0,4.12,AU,1682639911
342,greenville,35.6127,-77.3663,292.24,93,75,2.06,US,1682639816
343,island harbour,50.724,-1.2758,286.01,96,100,2.68,GB,1682640080
344,al kharijah,25.4514,30.5464,296.52,25,0,2.83,EG,1682640080
345,nuuk,64.1835,-51.7216,274.49,80,8,6.71,GL,1682640080
346,vadso,70.0744,29.7487,273.64,93,55,5.66,NO,1682639829
347,pokhara,28.2333,83.9833,292.44,35,7,3.04,NP,1682640081
348,bodaybo,57.8506,114.1933,275.23,71,56,0.49,RU,1682640082
349,tucumcari,35.1717,-103.725,298.67,14,0,1.54,US,1682640082
350,figuig (centre),32.1089,-1.2286,298.63,15,79,1.06,MA,1682640082
351,sao jose da coroa grande,-8.8978,-35.1478,299.0,85,97,2.32,BR,1682640083
352,zhigalovo,54.8097,105.1578,274.76,72,87,1.11,RU,1682640083
353,lautoka,-17.6167,177.4667,301.07,83,75,2.06,FJ,1682640084
354,angren,41.0167,70.1436,288.47,37,9,2.85,UZ,1682640084
355,nanning,22.8167,108.3167,297.4,88,98,5.21,CN,1682640010
356,egilsstadir,65.2653,-14.3948,271.1,74,75,3.6,IS,1682640085
357,galesong,-5.3166,119.3661,299.16,82,99,3.17,ID,1682640085
358,dudinka,69.4058,86.1778,255.62,100,100,0.94,RU,1682640085
359,akureyri,65.6835,-18.0878,271.11,64,40,2.57,IS,1682640086
360,kutum,14.2,24.6667,296.09,50,82,2.21,SD,1682640086
361,poxoreo,-15.8372,-54.3892,296.29,82,8,0.27,BR,1682640086
362,bikenibeu village,1.3673,173.1241,304.13,70,40,4.63,KI,1682640087
363,glace bay,46.1969,-59.957,276.98,92,100,3.6,CA,1682640087
364,kolwezi,-10.7148,25.4667,286.24,91,48,3.15,CD,1682640032
365,cambria,35.5641,-121.0808,301.06,69,38,1.83,US,1682640088
366,young,-32.6833,-57.6333,290.23,73,67,2.67,UY,1682640088
367,calvinia,-31.4707,19.776,283.47,95,6,0.99,ZA,1682640088
368,ascension,30.2169,-90.9001,300.39,65,0,2.57,US,1682640089
369,fuling,29.7022,107.3919,293.04,82,98,0.44,CN,1682640089
370,lazaro cardenas,17.9583,-102.2,300.62,60,97,4.72,MX,1682640089
371,galle,6.0367,80.217,298.59,90,87,4.13,LK,1682640090
372,atherton,53.5237,-2.4935,282.2,91,100,0.45,GB,1682640090
373,huntsville,34.7304,-86.5861,291.08,93,100,3.13,US,1682639852
374,tocache,-8.1842,-76.5125,295.68,97,100,0.65,PE,1682640091
375,forster,-32.1667,152.5167,295.45,71,9,0.89,AU,1682639901
376,ecoporanga,-18.3733,-40.8306,296.72,73,8,1.34,BR,1682640091
377,dunedin,-45.8742,170.5036,287.48,59,3,0.55,NZ,1682639909
378,zalari,53.5584,102.5065,275.95,69,100,3.39,RU,1682640092
379,thunder bay,48.4001,-89.3168,281.14,66,75,8.75,CA,1682639966
380,iskateley,67.6803,53.1512,268.21,93,99,3.82,RU,1682639863
381,salekhard,66.53,66.6019,266.94,86,100,4.22,RU,1682640093
382,tucuma,-0.1833,-50.05,296.64,95,100,2.15,BR,1682640094
383,uturoa,-16.7333,-151.4333,300.96,76,65,3.48,PF,1682639888
384,arraial do cabo,-22.9661,-42.0278,297.13,88,20,4.63,BR,1682640094
385,kislovodsk,43.9133,42.7208,280.95,83,92,1.9,RU,1682640095
386,inyati,-19.6756,28.8469,287.94,68,3,3.15,ZW,1682640096
387,freetown,8.484,-13.2299,299.46,75,37,3.31,SL,1682640096
388,puerto baquerizo moreno,-0.9,-89.6,299.5,78,63,4.13,EC,1682640097
389,south bay,26.664,-80.7162,300.38,78,91,3.25,US,1682640097
390,fortaleza,-3.7227,-38.5247,298.22,94,0,1.54,BR,1682640002
391,tangalle,6.024,80.7911,298.47,90,69,3.18,LK,1682640098
392,villa juarez,24.6536,-107.5411,302.1,28,0,5.39,MX,1682640098
393,mazagao,-0.115,-51.2894,300.18,97,100,1.74,BR,1682640098
394,tazovsky,67.4667,78.7,266.07,92,100,3.54,RU,1682639896
395,gantang,26.92,119.6333,292.91,78,99,0.61,CN,1682640099
396,port alfred,-33.5906,26.891,289.92,89,90,2.27,ZA,1682639716
397,mitu,1.1983,-70.1733,295.95,94,23,0.43,CO,1682640099
398,al hazm,16.1641,44.7769,298.67,42,71,2.19,YE,1682640099
399,tralee,52.2704,-9.7026,283.81,95,87,1.91,IE,1682639882
400,bintulu,3.1667,113.0333,299.38,94,40,0.0,MY,1682640100
401,semnan,35.5729,53.3971,291.71,46,100,0.99,IR,1682640100
402,ziro,27.6333,93.8333,282.48,90,100,1.31,IN,1682640100
403,aljezur,37.3191,-8.8033,291.28,62,98,1.98,PT,1682640101
404,nikol'sk,53.7189,46.0712,284.05,70,54,0.98,RU,1682640101
405,sokhumi,43.0033,41.0153,288.89,85,100,2.58,GE,1682640101
406,nadi,-17.8,177.4167,301.15,83,75,2.06,FJ,1682640102
407,den burg,53.0542,4.7972,282.13,76,100,6.17,NL,1682640102
408,megion,61.0296,76.1136,279.16,100,100,6.18,RU,1682640102
409,ocho rios,18.4025,-77.1048,298.6,80,92,3.18,JM,1682639861
410,longyearbyen,78.2186,15.6401,271.06,93,100,5.14,SJ,1682639802
411,huarmey,-10.0681,-78.1522,297.57,81,62,4.69,PE,1682640103
412,kenai,60.5544,-151.2583,280.2,53,75,2.57,US,1682640103
413,kailua-kona,19.6406,-155.9956,299.94,87,38,2.24,US,1682640003
414,onguday,50.75,86.15,276.79,87,100,1.64,RU,1682640104
415,tarrafal de sao nicolau,16.5667,-24.3667,295.25,79,25,5.81,CV,1682640104
416,mejit,10.2753,170.8646,300.55,80,36,7.91,MH,1682640104
417,nadym,65.5333,72.5167,267.87,95,100,9.26,RU,1682640105
418,warrnambool,-38.3833,142.4833,286.67,78,100,8.03,AU,1682640105
419,evron,48.1564,-0.3997,288.05,98,100,4.13,FR,1682640105
420,alvorada,-12.48,-49.1247,297.64,68,53,1.06,BR,1682640105
421,mana,5.6592,-53.7767,298.15,90,98,3.54,GF,1682640106
422,itaituba,-4.2761,-55.9836,299.41,81,99,0.58,BR,1682640106
423,kavaratti,10.5669,72.642,301.37,71,82,1.24,IN,1682640106
424,palmer,42.1584,-72.3287,284.38,63,24,1.98,US,1682640003
425,nishinoomote,30.7333,131.0,294.46,60,40,4.12,JP,1682640107
426,opuwo,-18.0607,13.84,294.9,43,24,2.18,,1682640107
427,livny,52.4253,37.6069,284.1,95,93,3.83,RU,1682640107
428,bay city,43.5945,-83.8889,290.27,54,0,4.63,US,1682639936
429,marion,39.7684,-86.1555,291.36,42,100,5.14,US,1682639681
430,labuan,5.2767,115.2417,300.35,83,20,1.54,MY,1682640108
431,magadi,12.9667,77.2333,295.9,74,68,2.07,IN,1682640108
432,ponta delgada,37.7333,-25.6667,290.55,94,20,6.17,PT,1682639878
433,oranjemund,-28.55,16.4333,286.92,91,7,2.7,,1682640109
434,axim,4.8699,-2.2405,299.4,85,100,2.58,GH,1682640109
435,coyhaique,-45.5752,-72.0662,282.49,87,100,2.06,CL,1682640109
436,sidi amrane,33.4989,6.008,299.59,18,2,3.41,DZ,1682640109
437,guasdualito,7.2424,-70.7324,303.15,66,40,1.54,VE,1682640110
438,ta`u,-14.2336,-169.5144,301.24,72,99,5.49,AS,1682639892
439,inongo,-1.95,18.2667,295.31,91,79,1.8,CD,1682640110
440,puri,19.8,85.85,299.44,84,30,4.8,IN,1682640111
441,callao,-12.0667,-77.15,298.31,69,75,6.17,PE,1682640025
442,siguiri,11.6667,-9.5,302.54,10,96,0.78,GN,1682640112
443,freeport,40.6576,-73.5832,285.63,79,0,4.47,US,1682640112
444,sumbawa besar,-8.5,117.4333,299.24,87,94,0.23,ID,1682640112
445,namdrik,5.5994,168.1028,301.55,78,100,6.81,MH,1682640113
446,metlili chaamba,32.2667,3.6333,298.67,12,0,1.03,DZ,1682640113
447,la foa,-21.7108,165.8276,296.79,71,67,5.12,NC,1682640113
448,taro,-8.3862,115.28,296.15,89,94,0.64,ID,1682640113
449,hauterive,46.0901,3.4459,285.57,93,86,1.77,FR,1682640114
450,ishigaki,24.3448,124.1572,297.22,88,75,4.63,JP,1682640114
451,westport,41.1415,-73.3579,284.38,82,71,1.79,US,1682640112
452,calca,-13.3333,-71.95,289.79,81,74,2.15,PE,1682640114
453,tobruk,32.0836,23.9764,289.28,65,0,8.33,LY,1682640115
454,brookings,44.3114,-96.7984,290.15,65,75,4.12,US,1682640115
455,bamboo flat,11.7,92.7167,301.45,74,86,1.09,IN,1682640116
456,cadiz,36.5,-5.75,295.79,42,94,3.67,ES,1682639916
457,guarapari,-20.6667,-40.4975,297.53,91,35,2.49,BR,1682640116
458,northam,51.0333,-4.2167,285.03,97,100,5.75,GB,1682639898
459,mount pearl,47.5166,-52.7813,273.4,93,100,7.2,CA,1682639817
460,yorkton,51.2167,-102.4677,279.06,65,100,3.09,CA,1682640087
461,dellys,36.9172,3.9131,293.29,57,66,2.52,DZ,1682640117
462,gur'yevsk,54.2833,85.9333,284.05,69,100,6.41,RU,1682640117
463,mingyue,43.1069,128.9217,281.8,84,100,0.29,CN,1682640118
464,kibuye,-2.0597,29.3482,291.73,87,99,1.0,RW,1682640118
465,faya-largeau,17.9257,19.1043,302.52,13,27,5.93,TD,1682640119
466,nago,26.5881,127.9761,296.62,75,100,3.97,JP,1682640120
467,viedma,-40.8135,-62.9967,290.63,30,92,3.8,AR,1682640060
468,hastings,50.8552,0.5729,285.44,56,100,4.28,GB,1682639944
469,ranavav,21.6842,69.7408,298.73,81,1,2.87,IN,1682640120
470,ekibastuz,51.6667,75.3667,287.88,46,70,4.7,KZ,1682640121
471,alesund,62.4723,6.1549,275.79,86,80,3.6,NO,1682640121
472,amurzet,47.6967,131.0981,284.21,22,100,1.93,RU,1682640122
473,avenal,36.0041,-120.129,306.02,19,20,1.99,US,1682640123
474,rayevskaya,44.8319,37.5556,282.68,84,100,0.81,RU,1682640123
475,kununurra,-15.7667,128.7333,302.14,54,18,1.54,AU,1682639824
476,la serena,-29.9078,-71.2542,287.88,82,75,3.09,CL,1682640056
477,collipulli,-37.95,-72.4333,288.55,81,99,2.52,CL,1682640124
478,murzuq,25.9155,13.9184,297.29,17,0,4.56,LY,1682640124
479,yarmouth,41.7057,-70.2286,282.15,87,75,4.12,US,1682640124
480,nabire,-3.3667,135.4833,301.76,76,72,0.66,ID,1682639900
481,gbarnga,6.9956,-9.4722,295.41,99,13,0.84,LR,1682639880
482,ilhabela,-23.7781,-45.3581,295.19,82,57,2.37,BR,1682640125
483,kerikeri,-35.2268,173.9474,290.88,93,100,5.0,NZ,1682639899
484,nova xavantina,-14.6667,-52.35,296.12,86,35,0.68,BR,1682640110
485,jawf al maqbabah,13.8378,45.8349,298.31,62,77,0.95,YE,1682640126
486,kroya,-7.6331,109.2461,299.24,85,100,1.15,ID,1682640126
487,iola,37.9245,-95.4,290.1,59,75,2.06,US,1682640127
488,calliope,-24.0,151.2,299.65,57,2,5.14,AU,1682640127
489,trondheim,63.4305,10.3951,277.2,92,100,0.45,NO,1682639955
490,myeik,12.4333,98.6,299.53,82,41,1.29,MM,1682640128
491,salahonda,2.1019,-78.7217,299.96,81,84,1.5,CO,1682640128
492,minggang,32.4586,114.0486,291.55,69,45,2.25,CN,1682640128
493,sechura,-5.5569,-80.8222,301.34,63,41,6.65,PE,1682640128
494,dryden,49.7833,-92.7503,279.31,75,40,1.03,CA,1682639852
495,vila do maio,15.1333,-23.2167,295.59,81,48,7.1,CV,1682639832
496,charlottetown,46.2352,-63.1267,276.24,94,100,2.57,CA,1682640075
497,saldanha,-33.0117,17.9442,287.18,83,0,1.56,ZA,1682639871
498,mandalgovi,45.7625,106.2708,270.96,58,7,7.58,MN,1682640131
499,kokoda,-8.8785,147.7407,302.02,78,100,1.08,PG,1682640131
500,safaga,26.7292,33.9365,299.35,36,0,2.55,EG,1682640131
501,manokwari,-0.8667,134.0833,301.36,71,100,1.2,ID,1682640132
502,rosarito,32.3333,-117.0333,296.85,69,34,4.52,MX,1682640132
503,nogliki,51.8333,143.1667,273.36,96,100,4.7,RU,1682640133
504,novyy turtkul',41.55,61.0167,288.1,14,45,3.09,UZ,1682640133
505,wakkanai,45.4094,141.6739,283.14,66,0,4.63,JP,1682640099
506,el granada,37.5027,-122.4694,306.99,69,0,8.23,US,1682640133
507,port hedland,-20.3167,118.5667,298.18,61,97,1.54,AU,1682639713
508,kosh-agach,50.0,88.6667,273.14,67,99,0.44,RU,1682640134
509,lakatoro,-16.0999,167.4164,301.88,67,7,2.98,VU,1682640135
510,peel,-33.3167,149.6333,291.77,69,3,3.84,AU,1682640135
511,sirvan,39.9379,48.9286,288.25,92,1,0.2,AZ,1682639905
512,peno,56.9262,32.7426,277.21,95,100,3.37,RU,1682640136
513,porkhov,57.765,29.5561,277.53,95,99,1.1,RU,1682640136
514,mokwa,9.2833,5.05,299.24,71,100,2.32,NG,1682640136
515,howrah,22.5892,88.3103,297.15,88,20,2.06,IN,1682639908
516,flin flon,54.7682,-101.865,283.06,32,75,2.06,CA,1682640137
517,berezovyy,51.6667,135.7,275.38,82,100,2.18,RU,1682640138
518,yuzhno-kurilsk,44.0306,145.8556,280.73,73,51,9.45,RU,1682639845
519,puerto maldonado,-12.6,-69.1833,297.37,88,0,0.0,PE,1682639923
520,yakeshi,49.2833,120.7333,277.99,46,100,2.22,CN,1682640139
521,manado,1.487,124.8455,301.58,83,40,0.51,ID,1682640139
522,east london,-33.0153,27.9116,293.37,70,90,2.92,ZA,1682639713
523,galliano,29.4422,-90.2992,299.82,73,0,3.6,US,1682640140
524,sisimiut,66.9395,-53.6735,271.06,81,17,4.53,GL,1682640140
525,nova olimpia,-14.7972,-57.2881,296.77,84,3,0.21,BR,1682640141
526,mancio lima,-7.6142,-72.8958,298.19,100,75,1.03,BR,1682640141
527,kruisfontein,-34.0033,24.7314,290.31,89,62,1.99,ZA,1682640141
528,gamagori,34.8333,137.2333,294.12,2,79,0.89,JP,1682640142
529,olyokminsk,60.3736,120.4264,276.23,69,22,1.0,RU,1682639941
530,ma'an,26.9775,110.7211,291.21,94,100,0.18,CN,1682640142
531,gamba,-2.65,10.0,299.02,86,98,1.38,GA,1682640143
532,sao joao da barra,-21.6403,-41.0511,297.2,91,61,3.25,BR,1682640143
533,ambovombe,-25.1667,46.0833,293.75,85,4,5.71,MG,1682640144
534,slave lake,55.2834,-114.769,283.14,43,0,2.06,CA,1682640144
535,neelankarai,12.9455,80.2575,302.61,89,40,1.03,IN,1682640144
536,fale old settlement,-9.3852,-171.2468,301.86,74,98,5.74,TK,1682640145
537,boende,-0.2167,20.8667,296.28,81,55,0.43,CD,1682640145
538,turinskaya sloboda,57.6232,64.3858,284.6,76,7,4.21,RU,1682640145
539,birobidzhan,48.8,132.95,282.14,32,25,2.14,RU,1682640146
540,luena,-11.7833,19.9167,286.01,63,17,2.05,AO,1682640146
541,lata,40.1629,-8.3327,289.77,73,95,1.28,PT,1682640147
542,fisterra,42.9049,-9.2629,287.05,79,100,1.13,ES,1682640147
543,fort mcmurray,56.7268,-111.381,285.92,37,75,1.54,CA,1682640025
544,padang,-0.9492,100.3543,297.18,95,100,1.23,ID,1682639868
545,kiunga,-6.1219,141.2906,299.36,94,84,1.39,PG,1682640148
546,whakatane,-37.9585,176.9854,291.21,69,100,2.68,NZ,1682640148
547,touros,-5.1989,-35.4608,300.64,78,100,3.75,BR,1682640019
548,gaoual,11.75,-13.2,302.32,21,65,0.93,GN,1682640148
549,upper dir,35.2058,71.8756,284.38,68,4,2.22,PK,1682640149
550,bangassou,4.7413,22.8184,295.3,73,83,0.54,CF,1682640150
551,mwinilunga,-11.7358,24.4293,285.97,82,79,1.57,ZM,1682640150
552,siwa oasis,29.2041,25.5195,291.34,49,0,4.29,EG,1682640150
553,sapri,40.0751,15.6296,287.13,64,91,2.49,IT,1682640151
554,kijang,35.2442,129.2139,286.0,63,96,4.37,KR,1682640151
555,yanaul,56.2719,54.9309,282.79,92,8,2.83,RU,1682640151
556,belmonte,-15.8631,-38.8828,297.74,78,0,3.65,BR,1682640152
557,arkhara,49.4212,130.0842,281.81,34,8,1.48,RU,1682640152
558,centerville,39.6284,-84.1594,291.27,40,0,2.06,US,1682639999
559,tupaciguara,-18.5922,-48.705,292.92,79,29,0.81,BR,1682640153
560,chulakkurgan,43.765,69.1814,286.0,33,0,1.27,KZ,1682640153
561,bambanglipuro,-7.95,110.2833,299.17,84,100,1.16,ID,1682640154
562,gilgit,35.9221,74.3087,284.4,62,19,0.35,PK,1682640154
563,kalmunai,7.4167,81.8167,299.38,84,41,2.31,LK,1682640154
564,happy valley-goose bay,53.3168,-60.3315,282.32,49,40,3.09,CA,1682640155
565,znamensk,48.5842,45.7338,287.44,61,64,4.31,RU,1682640155
566,vrapciste,41.8339,20.8853,277.1,80,2,1.3,MK,1682640155
567,port moresby,-9.4431,147.1797,300.66,81,95,1.0,PG,1682640155
568,villamontes,-21.25,-63.5,292.82,68,0,0.73,BO,1682640156
569,puerto lempira,15.2667,-83.7667,303.23,70,0,6.17,HN,1682640156
570,lukolela,-1.0605,17.1821,295.36,92,60,0.46,CD,1682640156
571,bubaque,11.2833,-15.8333,299.2,72,22,9.39,GW,1682640157
572,yima,34.7381,111.8839,287.1,63,100,7.36,CN,1682640157
573,betio village,1.358,172.9211,304.17,78,44,6.52,KI,1682640157
574,portland,45.5234,-122.6762,300.56,46,20,5.66,US,1682639462
575,paciran,-6.8767,112.3761,299.51,87,81,2.59,ID,1682640158
576,ciudad lazaro cardenas,17.9583,-102.2,300.62,60,97,4.72,MX,1682639878
577,shakiso,5.75,38.9167,287.42,98,99,1.01,ET,1682640158
578,uhlingen-birkendorf,47.7167,8.3167,285.51,85,96,0.47,DE,1682640158
579,ca mau,9.1769,105.15,301.27,80,85,2.97,VN,1682640159
580,moussoro,13.6408,16.4901,304.48,9,63,5.69,TD,1682640159
581,turtas,58.9417,69.1325,282.72,90,41,2.83,RU,1682640159
582,verkhnevilyuysk,63.4453,120.3167,273.65,92,81,1.18,RU,1682640159
